,Disease,CombinedColumn,Drug Reaction,Specialities
1081,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Hypertension ,Cardiologist
1082,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Heart attack,Cardiologist
1083,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Psoriasis,Dermatologist
1084,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Chicken pox,Dermatologist
1085,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Acne,Dermatologist
1086,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Impetigo,Dermatologist
1087,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Fungal infection,Dermatologist
1088,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Hypothyroidism,Endocrinologist
1089,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Diabetes ,Endocrinologist
1090,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Hypoglycemia,Endocrinologist
1091,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Hyperthyroidism,Endocrinologist
1092,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",GERD,Gastroenterologist
1093,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Peptic ulcer diseae,Gastroenterologist
1094,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Jaundice,Gastroenterologist
1095,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Dimorphic hemmorhoids(piles),Gastroenterologist 
1096,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Gastroenteritis,Gastroenterologist
1097,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Urinary tract infection,Gynecologist
1098,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Chronic cholestasis,Hepatologist
1099,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",hepatitis A,Hepatologist
1100,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Hepatitis B,hepatologist
1101,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Hepatitis C,Hepatologist
1102,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Hepatitis E,Hepatologist
1103,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Hepatitis D,Hepatologist
1104,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Alcoholic hepatitis,Hepatologist
1105,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Malaria,Internal Medcine
1106,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Dengue,Internal Medcine
1107,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Migraine,Neurologist
1108,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Cervical spondylosis,Neurologist
1109,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Paralysis (brain hemorrhage),Neurologist
1110,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",AIDS,Osteopathic
1111,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1112,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Common Cold,Otolaryngologist
1113,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Typhoid,Pediatrician
1114,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Varicose veins,Phlebologist
1115,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Bronchial Asthma,Pulmonologist
1116,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Pneumonia,Pulmonologist
1117,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Osteoarthristis,Rheumatologists
1118,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Arthritis,Rheumatologists
1119,Fungal infection,"bath twice, use detol or neem in bathing water, keep infected area dry, use clean cloths",Tuberculosis,Tuberculosis
1120,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Allergy,Allergist
1121,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Hypertension ,Cardiologist
1122,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Heart attack,Cardiologist
1123,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Psoriasis,Dermatologist
1124,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Chicken pox,Dermatologist
1125,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Acne,Dermatologist
1126,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Impetigo,Dermatologist
1127,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Fungal infection,Dermatologist
1128,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Hypothyroidism,Endocrinologist
1129,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Diabetes ,Endocrinologist
1130,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Hypoglycemia,Endocrinologist
1131,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Hyperthyroidism,Endocrinologist
1132,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",GERD,Gastroenterologist
1133,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Peptic ulcer diseae,Gastroenterologist
1134,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Jaundice,Gastroenterologist
1135,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Dimorphic hemmorhoids(piles),Gastroenterologist 
1136,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Gastroenteritis,Gastroenterologist
1137,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Urinary tract infection,Gynecologist
1138,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Chronic cholestasis,Hepatologist
1139,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",hepatitis A,Hepatologist
1140,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Hepatitis B,hepatologist
1141,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Hepatitis C,Hepatologist
1142,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Hepatitis E,Hepatologist
1143,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Hepatitis D,Hepatologist
1144,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Alcoholic hepatitis,Hepatologist
1145,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Malaria,Internal Medcine
1146,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Dengue,Internal Medcine
1147,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Migraine,Neurologist
1148,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Cervical spondylosis,Neurologist
1149,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Paralysis (brain hemorrhage),Neurologist
1150,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",AIDS,Osteopathic
1151,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",(vertigo) Paroymsal  Positional Vertigo,Otolaryngologist
1152,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Common Cold,Otolaryngologist
1153,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Typhoid,Pediatrician
1154,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Varicose veins,Phlebologist
1155,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Bronchial Asthma,Pulmonologist
1156,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Pneumonia,Pulmonologist
1157,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Osteoarthristis,Rheumatologists
1158,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Arthritis,Rheumatologists
1159,Hepatitis C,"Consult nearest hospital, vaccination, eat healthy, medication",Tuberculosis,Tuberculosis
1160,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Allergy,Allergist
1161,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Hypertension ,Cardiologist
1162,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Heart attack,Cardiologist
1163,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Psoriasis,Dermatologist
1164,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Chicken pox,Dermatologist
1165,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Acne,Dermatologist
1166,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Impetigo,Dermatologist
1167,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Fungal infection,Dermatologist
1168,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Hypothyroidism,Endocrinologist
1169,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Diabetes ,Endocrinologist
1170,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Hypoglycemia,Endocrinologist
1171,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Hyperthyroidism,Endocrinologist
1172,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",GERD,Gastroenterologist
1173,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Peptic ulcer diseae,Gastroenterologist
1174,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Jaundice,Gastroenterologist
1175,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Dimorphic hemmorhoids(piles),Gastroenterologist 
1176,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Gastroenteritis,Gastroenterologist
1177,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Urinary tract infection,Gynecologist
1178,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Chronic cholestasis,Hepatologist
1179,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",hepatitis A,Hepatologist
1180,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Hepatitis B,hepatologist
1181,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Hepatitis C,Hepatologist
1182,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Hepatitis E,Hepatologist
1183,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Hepatitis D,Hepatologist
1184,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Alcoholic hepatitis,Hepatologist
1185,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Malaria,Internal Medcine
1186,Migraine,"meditation, reduce stress, use poloroid glasses in sun, consult doctor",Dengue,Internal Medcine
